"Package"|"Version"|"Priority"|"Depends"|"Imports"|"LinkingTo"|"Suggests"|"Enhances"|"License"|"License_is_FOSS"|"License_restricts_use"|"OS_type"|"Archs"|"MD5sum"|"NeedsCompilation"|"File"|"Repository"
"progenyClust"|"1.2"|NA|"graphics,stats,grDevices"|"Hmisc"|NA|NA|NA|"AGPL-3"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"prognosticROC"|"0.7"|NA|"splines, survival"|NA|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"progress"|"1.0.2"|NA|NA|"prettyunits, R6"|NA|"testthat"|NA|"MIT + file LICENSE"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"proj4"|"1.0-8"|NA|"R (>= 2.0.0)"|NA|NA|NA|NA|"GPL-2"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"prop.comb.RR"|"1.1"|NA|"rootSolve"|NA|NA|NA|NA|"GPL"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"propOverlap"|"1.0"|NA|"R (>= 2.10), Biobase"|NA|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"propagate"|"1.0-4"|NA|"R (>= 2.13.0), MASS, tmvtnorm, Rcpp (>= 0.10.1), ff,
minpack.lm"|NA|"Rcpp"|NA|NA|"GPL (>= 2)"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"properties"|"0.0-8"|NA|NA|NA|NA|NA|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"proportion"|"1.2.3"|NA|"R (>= 3.2.2)"|"TeachingDemos, ggplot2"|NA|"knitr, rmarkdown"|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"propr"|"2.0.0"|NA|"R (>= 3.2.2)"|"methods, Rcpp"|"Rcpp"|"compositions, dendextend, ggplot2, ggthemes, knitr,
rmarkdown, testthat"|NA|"GPL-2"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"prospectr"|"0.1.3"|NA|"R (>= 3.0.0), RcppArmadillo (>= 0.4.000)"|"foreach, iterators, Rcpp (>= 0.11.0)"|"Rcpp, RcppArmadillo"|"hyperSpec, knitr"|NA|"GPL (>= 3)"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"protViz"|"0.2.15"|NA|"R (>= 3.3), methods"|"Rcpp (>= 0.12.4)"|NA|"lattice, RUnit, BiocGenerics"|NA|"GPL-3"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"proteomicdesign"|"2.0"|NA|"MASS"|NA|NA|NA|NA|"GPL-3"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"proteomics"|"0.2"|NA|NA|"plyr, reshape2, ggplot2, foreach"|NA|NA|NA|"GPL-3"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"protiq"|"1.2"|NA|"methods"|"graph, RBGL, mvtnorm"|NA|"gplots"|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"proto"|"0.3-10"|NA|NA|NA|NA|"graph, Rgraphviz"|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"protoclass"|"1.0"|NA|"class"|NA|NA|"testthat, roxygen2"|NA|"GPL-3"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"protoclust"|"1.5"|NA|NA|NA|NA|NA|NA|"GPL-2"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"protolite"|"1.5"|NA|NA|"Rcpp, jsonlite"|"Rcpp"|"testthat, RProtoBuf"|NA|"MIT + file LICENSE"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"proton"|"1.0"|NA|"R (>= 3.0.0)"|"digest"|NA|NA|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"prototest"|"1.1"|NA|"intervals, MASS, glmnet"|"Rcpp (>= 0.12.1)"|"Rcpp, RcppArmadillo"|NA|NA|"GPL (>= 2)"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"protr"|"1.1-1"|NA|NA|NA|NA|"Biostrings, GOSemSim, foreach, doParallel, org.Hs.eg.db"|NA|"BSD 3-clause License + file LICENSE"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"provenance"|"1.5"|NA|"R (>= 3.0.0)"|"MASS, methods"|NA|NA|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"proxy"|"0.4-16"|NA|"R (>= 2.4.0)"|"stats, utils"|NA|"cba"|NA|"GPL-2"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"prozor"|"0.1.1"|NA|NA|"Matrix, doParallel, foreach, seqinr"|NA|NA|NA|"GPL-3"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"pryr"|"0.1.2"|NA|"R (>= 3.1.0)"|"stringr, codetools, methods, Rcpp (>= 0.11.0)"|"Rcpp"|"testthat (>= 0.8.0)"|NA|"GPL-2"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"psData"|"0.2.2"|NA|"R (>= 3.0.2)"|"countrycode, DataCombine, reshape2, rio, xlsx"|NA|NA|NA|"GPL (>= 3)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"psbcGroup"|"1.3"|NA|"LearnBayes, SuppDists, mvtnorm, R (>= 3.2.3)"|NA|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"pscl"|"1.4.9"|NA|"MASS, lattice"|NA|NA|"MCMCpack, car, lmtest, sandwich, zoo, coda, vcd, mvtnorm,
mgcv"|"stats"|"GPL-2"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"pscore"|"0.1-2"|NA|"R (>= 3.1.0)"|"ggplot2, reshape2, lavaan"|NA|NA|NA|"LGPL-3"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"psd"|"1.0-1"|NA|"R (>= 2.14.1), utils, stats, graphics, grDevices"|"Rcpp (>= 0.11.5), RColorBrewer, signal, zoo"|"Rcpp, RcppArmadillo"|"bspec, fftw (>= 1.0.3), ggplot2 (>= 0.9), knitr, multitaper,
plyr, RSEIS, rbenchmark, reshape2, testthat"|NA|"GPL (>= 2)"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"pse"|"0.4.6"|NA|"R (>= 3.0.1), Hmisc"|"utils, graphics, stats, boot, parallel"|NA|"sensitivity, mcmc"|NA|"GPL-3"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"pseudo"|"1.1"|NA|"KMsurv, geepack"|NA|NA|NA|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"pseval"|"1.2.3"|NA|NA|"survival"|NA|"ggplot2, testthat, knitr, printr, rmarkdown"|NA|"MIT + file LICENSE"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"psgp"|"0.3-6"|NA|"R (>= 3.0.2), intamap"|"automap, gstat"|"Rcpp, RcppArmadillo (>= 0.2.0)"|"doParallel, rgdal"|NA|"GPL (>= 2)"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"psidR"|"1.3"|NA|"data.table, RCurl, foreign, SAScii"|NA|NA|"testthat"|NA|"GPL-3"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"pso"|"1.0.3"|NA|"R (>= 2.10.0), methods"|NA|NA|"numDeriv"|NA|"LGPL-3"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"psoptim"|"1.0"|NA|"R (>= 2.0.0)"|NA|NA|NA|NA|"GPL (>= 2.0)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"pspearman"|"0.3-0"|NA|NA|NA|NA|NA|NA|"GPL-3"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"pspline"|"1.0-17"|NA|"R (>= 2.0.0), stats, graphics"|NA|NA|NA|NA|"Unlimited"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"pssm"|"1.0"|NA|"methods"|"MASS, abind, numDeriv, MHadaptive"|NA|NA|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"psy"|"1.1"|NA|NA|NA|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"psych"|"1.6.6"|NA|"R (>= 2.10)"|"mnormt,parallel,stats,graphics,grDevices,methods"|NA|"GPArotation, sem, lavaan, Rcsdp, graph, Rgraphviz"|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"psychometric"|"2.2"|NA|"multilevel, nlme, R(>= 2.11.0)"|"multilevel, nlme"|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"psychomix"|"1.1-3"|NA|"R (>= 2.10.0), flexmix (>= 2.3-7), psychotools (>= 0.3-0)"|"graphics, methods, stats, lattice, Formula (>= 1.1-0),
modeltools"|NA|"effects, lmtest, mRm, nnet, numDeriv"|NA|"GPL-2 | GPL-3"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"psychotools"|"0.4-2"|NA|"R (>= 2.10.0)"|"graphics, grDevices, stats, utils"|NA|"multcomp, Formula, likert"|NA|"GPL-2 | GPL-3"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"psychotree"|"0.15-1"|NA|"R (>= 2.15.0), partykit (>= 0.8-4), psychotools (>= 0.4-0)"|"graphics, grDevices, grid, stats, Formula"|NA|"colorspace, strucchange"|NA|"GPL-2 | GPL-3"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"psyphy"|"0.1-9"|NA|"R (>= 3.0), stats, graphics"|NA|NA|"MASS, nlme, lattice"|NA|"GPL"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"psytabs"|"1.0"|NA|NA|"psych, plyr, rtf, R2HTML, mokken, lavaan"|NA|"quantreg, semTools"|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"ptinpoly"|"2.4"|NA|"R (>= 2.10), misc3d"|NA|NA|"rgl, geometry"|NA|"GPL-2"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"ptstem"|"0.0.1"|NA|NA|"dplyr, hunspell, magrittr, rslp, SnowballC, stringr, tidyr"|NA|"testthat, covr"|NA|"MIT + file LICENSE"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"ptw"|"1.9-11"|NA|NA|"nloptr, graphics, grDevices, stats"|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"ptycho"|"1.1-4"|NA|"R (>= 3.0.0)"|"coda, plyr, reshape2"|NA|"foreach, doRNG"|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"pubmed.mineR"|"1.0.5"|NA|"R (>= 2.10), methods"|"RCurl, XML, boot, R2HTML"|NA|NA|NA|"GPL-3"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"pubprint"|"0.2.1"|NA|"R (>= 3.0.2)"|"stringr"|NA|"knitr, testthat"|"lm.beta"|"BSD_2_clause + file LICENSE"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"pullword"|"0.2"|NA|"R (>= 3.0.2),RCurl"|NA|NA|NA|NA|"LGPL"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"pulsar"|"0.2.5"|NA|"R (>= 3.2.0)"|"methods, parallel, graphics, stats, utils, Matrix"|NA|"BatchJobs, orca, huge, QUIC, glmnet, network, cluster,
testthat, knitr, rmarkdown"|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"pumilioR"|"1.3"|NA|"R(>= 2.14.0), XML, RCurl"|NA|NA|"knitr"|NA|"GPL-3"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"purge"|"0.2.0"|NA|NA|"methods"|NA|"testthat, survival, lme4 (>= 1.1-8), ranger, randomForest,
rpart"|NA|"MIT + file LICENSE"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"purrr"|"0.2.2"|NA|NA|"magrittr (>= 1.5), dplyr (>= 0.4.3), Rcpp, lazyeval (>= 0.2.0)"|"Rcpp, dplyr, BH"|"testthat, covr"|NA|"GPL-3 | file LICENSE"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"pushoverr"|"0.1.4"|NA|"R (>= 3.0.0)"|"httr, methods"|NA|NA|NA|"BSD_2_clause + file LICENSE"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"pvar"|"2.2.2"|NA|NA|"Rcpp (>= 0.11.1)"|"Rcpp"|"e1071, testthat, knitr, formatR,"|NA|"GPL-2"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"pvclass"|"1.3"|NA|NA|"Matrix"|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"pvclust"|"2.0-0"|NA|"R (>= 2.10.0)"|NA|NA|"MASS, parallel"|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"pvrank"|"1.1.1"|NA|"R(>= 3.0.1), EnvStats, Rmpfr"|NA|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"pvsR"|"0.3"|NA|"R (>= 3.0)"|"XML, nnet, httr"|NA|NA|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"pweight"|"0.0.1"|NA|NA|"qqman"|NA|"knitr"|NA|"GPL-3"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"pwrRasch"|"0.1-2"|NA|"R (>= 3.0)"|NA|NA|"eRm, roxygen2, utils, testthat"|NA|"GPL-3"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"pwr"|"1.2-0"|NA|NA|"stats, graphics"|NA|"ggplot2, scales"|NA|"GPL (>= 3)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"pwt8"|"8.1-0"|NA|"R (>= 2.10.0)"|NA|NA|NA|NA|"GPL-2 | GPL-3"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"pwt"|"7.1-1"|NA|"R (>= 2.10.0)"|NA|NA|NA|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"pxweb"|"0.6.3"|NA|"methods"|"data.table, plyr, stringr, RJSONIO, httr (>= 1.1)"|NA|"testthat (>= 0.11), ggplot2, knitr, rmarkdown"|NA|"BSD_2_clause + file LICENSE"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"pycno"|"1.2"|NA|"stats, sp, maptools, rgeos"|NA|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"pyramid"|"1.4"|NA|"R (>= 2.2.0)"|NA|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"pystr"|"2.0.0"|NA|NA|"Rcpp"|"Rcpp"|"testthat"|NA|"MIT + file LICENSE"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"qLearn"|"1.0"|NA|NA|NA|NA|NA|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"qPCR.CT"|"1.1"|NA|"RColorBrewer"|NA|NA|NA|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"qVarSel"|"1.0"|NA|"lpSolveAPI"|"Rcpp (>= 0.11.0)"|"Rcpp"|"clusterGeneration, mclust"|NA|"GPL-2"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"qap"|"0.1-0"|NA|NA|NA|NA|NA|NA|"GPL-3"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"qat"|"0.74"|NA|"R (>= 2.6.1)"|"ncdf4, gplots, XML, gdata, moments, boot, fields"|NA|NA|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"qcc"|"2.6"|NA|"R (>= 2.11)"|"MASS"|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"qclust"|"1.0"|NA|"mclust, mvtnorm"|NA|NA|NA|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"qcr"|"1.0"|NA|"R (>= 2.10), qcc, fda.usc, mvtnorm, qualityTools, MASS"|NA|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"qdapDictionaries"|"1.0.6"|NA|"R (>= 3.0.0)"|NA|NA|NA|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"qdapRegex"|"0.6.0"|NA|"R (>= 3.1.0)"|"stringi (>= 0.5-5)"|NA|"testthat"|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"qdapTools"|"1.3.1"|NA|"R (>= 3.0.0)"|"chron, data.table (>= 1.9.6), methods, RCurl, XML"|NA|"testthat"|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"qdap"|"2.2.5"|NA|"R (>= 3.1.0), qdapDictionaries (>= 1.0.2), qdapRegex (>=
0.1.2), qdapTools (>= 1.3.1), RColorBrewer"|"chron, dplyr (>= 0.3), gdata, gender (>= 0.5.1), ggplot2 (>=
0.9.3.1), grid, gridExtra, igraph, methods, NLP, openNLP (>=
0.2-1), parallel, plotrix, RCurl, reports, reshape2, scales,
stringdist, tidyr, tm (>= 0.6.2), tools, venneuler, wordcloud,
xlsx, XML"|NA|"koRpus, knitr, lda, proxy, stringi, SnowballC, testthat"|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"qdm"|"0.1-0"|NA|"R (>= 3.1.0), stats, graphics"|NA|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"qfasar"|"1.0.0"|NA|NA|"Rsolnp (>= 1.16)"|NA|"knitr, rmarkdown"|NA|"CC0"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"qgraph"|"1.3.5"|NA|"R (>= 3.0.0)"|"methods, grDevices, psych, ellipse, lavaan, sem, plyr, Hmisc,
igraph, jpeg, png, colorspace, Matrix, sna, corpcor, reshape2,
ggplot2, glasso, huge, fdrtool, d3Network, ggm, gtools"|NA|"RSVGTipsDevice, sendplot"|NA|"GPL-2"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"qgtools"|"1.0"|NA|"stats,utils,Matrix, MASS"|NA|NA|NA|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"qha"|"0.0.8"|NA|"R (>= 3.2.1), ade4,FactoClass,FactoMineR"|NA|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"qicharts"|"0.5.1"|NA|"R (>= 3.0.0)"|"lattice, latticeExtra, graphics, grDevices, stats, scales,
ggplot2 (>= 2.0.0), ggrepel"|NA|"knitr"|NA|"GPL-3"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"qiimer"|"0.9.4"|NA|NA|"grDevices, pheatmap, stats, utils"|NA|"testthat, biom"|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"qlcData"|"0.1.0"|NA|NA|"stringi (>= 0.2-5), yaml (>= 2.1.11)"|NA|"knitr"|NA|"GPL-3"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"qlcMatrix"|"0.9.5"|NA|"Matrix (>= 1.1-0), R (>= 2.10), slam (>= 0.1-32)"|"methods"|NA|"MASS, knitr"|NA|"GPL-3"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"qlcVisualize"|"0.1.0"|NA|NA|"fields, MASS, qlcMatrix, seriation, spatstat, raster, maps,
mapdata, maptools, mapplots, methods, sp, alphahull"|NA|NA|NA|"ACM | file LICENSE"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"qmap"|"1.0-4"|NA|"R (>= 2.8.0), fitdistrplus"|NA|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"qmethod"|"1.4.2"|NA|NA|"methods, psych, GPArotation, tools, digest, knitr, xtable"|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"qmrparser"|"0.1.5"|NA|"R (>= 2.11.1)"|NA|NA|"RUnit"|NA|"GPL (>= 3)"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"qpcR"|"1.4-0"|NA|"R (>= 2.13.0), MASS, minpack.lm, rgl, robustbase, Matrix"|NA|NA|NA|NA|"GPL (>= 2)"|NA|NA|NA|"i386, x64"|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"qqman"|"0.1.2"|NA|"R (>= 3.0.0)"|NA|NA|"knitr"|NA|"GPL-3"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"qqtest"|"1.1.1"|NA|"R (>= 2.10.0)"|"grDevices, robust, stats"|NA|NA|NA|"GPL-3"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
"qqvases"|"1.0.0"|NA|NA|"shiny,shinythemes,stats,graphics"|NA|"MASS"|NA|"GPL-2"|NA|NA|NA|NA|NA|NA|NA|"http://nbcgib.uesc.br/mirrors/cran/bin/windows/contrib/3.3"
